web-scraper-order,web-scraper-start-url,champion,champion-href,Counters,Countered
"1515286416-912","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Renekton","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Renekton/","","Pantheon"
"1515286582-1285","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malzahar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malzahar/","Zoe",""
"1515286343-745","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Singed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Singed/","Rumble",""
"1515286146-396","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Urgot","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Urgot/","","Kayle"
"1515286920-2034","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ezreal","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ezreal/","","Jinx"
"1515286920-2026","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ezreal","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ezreal/","","LeeSin"
"1515286873-1876","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gragas","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gragas/","Graves",""
"1515286400-891","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rengar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rengar/","Amumu",""
"1515286963-2164","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","Akali",""
"1515287036-2345","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aurelion Sol","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/AurelionSol/","Taliyah",""
"1515286120-308","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vel'Koz","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Velkoz/","Syndra",""
"1515286885-1924","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Garen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Garen/","","Yorick"
"1515287073-2437","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Alistar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Alistar/","Fiddlesticks",""
"1515286521-1128","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","","Kindred"
"1515286322-699","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Skarner","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Skarner/","","Sejuani"
"1515286206-468","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","","Swain"
"1515286929-2070","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","","Camille"
"1515286488-1040","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ornn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ornn/","","Kayle"
"1515286727-1641","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kalista","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kalista/","Sivir",""
"1515286262-564","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","Illaoi",""
"1515286343-749","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Singed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Singed/","","Teemo"
"1515286752-1728","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jax","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jax/","","Gangplank"
"1515286534-1167","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nasus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nasus/","","JarvanIV"
"1515286061-143","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Yasuo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Yasuo/","","Renekton"
"1515286400-894","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Rengar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Rengar/","","Malphite"
"1515286914-2002","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Fiddlesticks","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Fiddlesticks/","Ryze",""
"1515286109-276","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Viktor","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Viktor/","Gangplank",""
"1515287010-2298","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Blitzcrank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Blitzcrank/","","Leona"
"1515286253-544","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taric","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taric/","Lux",""
"1515287063-2414","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Amumu","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Amumu/","Nocturne",""
"1515286115-295","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vi/","Zac",""
"1515286488-1038","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ornn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ornn/","","Singed"
"1515286502-1073","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","","Kayle"
"1515286873-1887","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gragas","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gragas/","","Nocturne"
"1515286879-1899","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Gnar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Gnar/","Garen",""
"1515287080-2457","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Akali","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Akali/","Zed",""
"1515286925-2047","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Evelynn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Evelynn/","","Warwick"
"1515286588-1313","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Malphite","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Malphite/","","Singed"
"1515286963-2178","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Corki","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Corki/","","Tristana"
"1515286044-73","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Zed","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Zed/","Kassadin",""
"1515287029-2323","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Azir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Azir/","Gangplank",""
"1515286648-1444","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kog'Maw","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/KogMaw/","Caitlyn",""
"1515286364-801","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shaco","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shaco/","Hecarim",""
"1515286394-876","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Riven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Riven/","","Illaoi"
"1515286770-1761","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","","Soraka"
"1515286865-1858","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Graves","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Graves/","Hecarim",""
"1515286369-818","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sejuani","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sejuani/","LeeSin",""
"1515286528-1136","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nautilus","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nautilus/","Karma",""
"1515286946-2116","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Dr. Mundo","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/DrMundo/","","Kayle"
"1515286134-358","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vayne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vayne/","","Jinx"
"1515286394-872","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Riven","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Riven/","Zed",""
"1515286576-1265","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Maokai","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Maokai/","Kennen",""
"1515286240-508","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Thresh","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Thresh/","Xerath",""
"1515286416-905","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Renekton","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Renekton/","Darius",""
"1515286275-577","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","Viktor",""
"1515286275-594","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Taliyah","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Taliyah/","","Karma"
"1515286134-350","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Vayne","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Vayne/","Draven",""
"1515286073-180","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Xerath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Xerath/","","Sona"
"1515286968-2196","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Cho'Gath","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Chogath/","","Katarina"
"1515287029-2330","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Azir","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Azir/","Yasuo",""
"1515286993-2256","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Braum","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Braum/","Teemo",""
"1515286369-825","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sejuani","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sejuani/","","Riven"
"1515287001-2271","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Brand","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Brand/","Yasuo",""
"1515286262-575","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Talon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Talon/","","Vladimir"
"1515286570-1251","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Master Yi","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/MasterYi/","Kayn",""
"1515286743-1708","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jayce","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jayce/","","TwistedFate"
"1515286648-1456","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kog'Maw","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/KogMaw/","","Xayah"
"1515286733-1661","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Jinx","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Jinx/","Draven",""
"1515286462-974","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Quinn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Quinn/","Riven",""
"1515286109-280","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Viktor","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Viktor/","","Anivia"
"1515286642-1436","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","LeBlanc","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Leblanc/","","Morgana"
"1515286358-782","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Shen","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Shen/","Chogath",""
"1515286950-2132","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Diana","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Diana/","Xerath",""
"1515286488-1027","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ornn","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ornn/","Trundle",""
"1515286495-1055","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Orianna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Orianna/","","AurelionSol"
"1515286206-454","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Tryndamere","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Tryndamere/","Rumble",""
"1515286038-68","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Ziggs","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Ziggs/","","Annie"
"1515286865-1860","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Graves","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Graves/","Kayn",""
"1515286127-334","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Veigar","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Veigar/","","Nami"
"1515286195-444","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Twisted Fate","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/TwistedFate/","","Velkoz"
"1515286314-675","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Sona","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Sona/","Lux",""
"1515287036-2357","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Aurelion Sol","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/AurelionSol/","","Fizz"
"1515286929-2064","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Elise","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Elise/","","Shaco"
"1515287010-2290","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Blitzcrank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Blitzcrank/","Teemo",""
"1515286482-1013","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Pantheon","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Pantheon/","Kassadin",""
"1515286770-1757","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Janna","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Janna/","","Sona"
"1515286665-1486","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Kindred","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Kindred/","","XinZhao"
"1515286521-1130","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Nidalee","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Nidalee/","","Evelynn"
"1515286502-1075","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Olaf","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Olaf/","","Chogath"
"1515287010-2287","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Blitzcrank","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Blitzcrank/","Velkoz",""
"1515286597-1325","https://lolalytics.com/ranked/worldwide/platinum/plus/champions/","Lux","https://lolalytics.com/ranked/worldwide/platinum/plus/champion/Lux/","","Taric"
